Row,Faculty,AcademicCareer,CourseCode,CourseName,CourseID,OfferingSeq,Year,T,TermSeq,TermCode,SortKey,IsRedacted,FL,UF,AF,NF,PS,CR,DN,HD,AW,PW,CN,CO,CM,SY,EF,EC,EM,AS,PE,NC,FailSum,WithdrawSum,NonstdSum,OtherSum,Fail_norm,PS_norm,CR_norm,DN_norm,HD_norm,IsNonStandardGrading,Note,Index
107,UNSW Business School,P (Online),ZZBU5611,Strategic Decision Making,066022,1,2024,Hexamester 4,4,24H4,20244,False,3.85,,1.92,,38.46,23.08,13.46,13.46,3.85,1.92,,,,,,,,,,,5.77,5.77,,,6.12,40.82,24.49,14.28,14.28,False,,21.42
108,UNSW Business School,P (Online),ZZBU6002,Financial Management,066513,1,2024,Hexamester 4,4,24H4,20244,False,2.6,,2.6,,15.58,38.96,29.87,9.09,1.3,,,,,,,,,,,,5.2,1.3,,,5.27,15.79,39.47,30.26,9.21,False,,28.94
109,UNSW Business School,P (Online),ZZBU6008,Strategic Consulting Project,066519,1,2024,Hexamester 4,4,24H4,20244,False,3.57,,,,,,,,,,,,,96.43,,,,,,,3.57,,96.43,,3.57,0.0,0.0,0.0,0.0,True,Non-standard (competency) grading: SY 96.4%,
110,UNSW Business School,P (Online),ZZBU6402,Employee Wellbeing & Engagemen,067178,1,2024,Hexamester 4,4,24H4,20244,False,7.14,,3.57,,10.71,32.14,42.86,3.57,,,,,,,,,,,,,10.71,,,,10.71,10.71,32.14,42.86,3.57,False,,22.32
111,UNSW Business School,P (Online),ZZBU6410,Human Resource Strategies,067190,1,2024,Hexamester 4,4,24H4,20244,False,2.38,,2.38,2.38,19.05,35.71,28.57,4.76,4.76,,,,,,,,,,,,7.14,4.76,,,7.5,20.0,37.49,30.0,5.0,False,,21.87
112,UNSW Business School,P (Online),ZZBU6413,Leadership Development,067179,1,2024,Hexamester 4,4,24H4,20244,False,1.85,,3.7,,22.22,40.74,20.37,3.7,7.41,,,,,,,,,,,,5.55,7.41,,,5.99,24.0,44.0,22.0,4.0,False,,20.01
113,UNSW Business School,P (Online),ZZBU6501,Introductory Data Analysis,065976,1,2024,Hexamester 4,4,24H4,20244,False,5.0,,1.25,1.25,5.0,11.25,27.5,42.5,6.25,,,,,,,,,,,,7.5,6.25,,,8.0,5.33,12.0,29.33,45.33,False,,54.99
114,UNSW Business School,P (Online),ZZBU6502,Analytics and Business,065977,1,2024,Hexamester 4,4,24H4,20244,False,1.18,,2.35,,7.06,37.65,44.71,2.35,1.18,2.35,,,,,,,,,,1.18,3.53,3.53,,1.18,3.66,7.32,39.03,46.35,2.44,False,,31.71
115,UNSW Business School,P (Online),ZZBU6513,Social Media & Dgtl Analytics,066381,1,2024,Hexamester 4,4,24H4,20244,False,,,,,14.29,50.0,35.71,,,,,,,,,,,,,,,,,,0.0,14.29,50.0,35.71,0.0,False,,30.36
116,UNSW Business School,P (Online),ZZBU6515,Marketing Analytics Capstone,066380,1,2024,Hexamester 4,4,24H4,20244,False,,,,,18.18,27.27,54.55,,,,,,,,,,,,,,,,,,0.0,18.18,27.27,54.55,0.0,False,,34.09
117,UNSW Business School,P (Online),ZZBU6516,Database Management,067082,1,2024,Hexamester 4,4,24H4,20244,False,9.33,,,,17.33,29.33,26.67,12.0,5.33,,,,,,,,,,,,9.33,5.33,,,9.86,18.31,30.98,28.17,12.68,False,,24.65
118,UNSW Business School,P (Online),ZZBU8503,RegTech Applications,066360,1,2024,Hexamester 4,4,24H4,20244,False,,,,,15.38,23.08,53.85,7.69,,,,,,,,,,,,,,,,,0.0,15.38,23.08,53.85,7.69,False,,40.39
119,UNSW Business School,P (Online),ZZBU8504,Technical Tools for FinTech,066352,1,2024,Hexamester 4,4,24H4,20244,False,5.41,,,,10.81,8.11,5.41,67.57,2.7,,,,,,,,,,,,5.41,2.7,,,5.56,11.11,8.34,5.56,69.45,False,,68.75
120,UNSW Business School,P (Online),ZZBU8509,Tech Disr in Funding & Lending,066350,1,2024,Hexamester 4,4,24H4,20244,False,5.88,,,,5.88,17.65,41.18,29.41,,,,,,,,,,,,,5.88,,,,5.88,5.88,17.65,41.18,29.41,False,,48.53
121,UNSW Business School,P (Online),ZZBU8702,Corporate Finance,066614,1,2024,Hexamester 4,4,24H4,20244,False,13.83,,,,17.02,21.28,24.47,17.02,6.38,,,,,,,,,,,,13.83,6.38,,,14.77,18.18,22.73,26.14,18.18,False,,22.16
122,UNSW Business School,P (Online),ZZBU8707,Derivatives,066719,1,2024,Hexamester 4,4,24H4,20244,False,0.9,,1.8,,3.6,10.81,39.64,42.34,0.9,,,,,,,,,,,,2.7,0.9,,,2.72,3.63,10.91,40.0,42.72,False,,62.73
123,UNSW Canberra at ADFA,P (Online),ZZCA6510,Decision Making in Analytics,066019,1,2024,Hexamester 4,4,24H4,20244,False,2.33,,4.65,,4.65,23.26,48.84,16.28,,,,,,,,,,,,,6.98,,,,6.98,4.65,23.26,48.84,16.28,False,,39.53
124,UNSW Canberra at ADFA,P (Online),ZZCA9204,Cybersecurity Ethics,066372,1,2024,Hexamester 4,4,24H4,20244,False,3.06,,2.04,,14.29,31.63,35.71,9.18,4.08,,,,,,,,,,,,5.1,4.08,,,5.32,14.9,32.98,37.23,9.57,False,,31.11
125,UNSW Canberra at ADFA,P (Online),ZZCA9208,Cyber Capstone Leadership,066371,1,2024,Hexamester 4,4,24H4,20244,False,,,,,3.33,20.0,40.0,36.67,,,,,,,,,,,,,,,,,0.0,3.33,20.0,40.0,36.67,False,,61.67
126,UNSW Canberra at ADFA,P (Online),ZZCA9221,Cyber Management Governance,066367,1,2024,Hexamester 4,4,24H4,20244,False,,,,,24.32,51.35,18.92,5.41,,,,,,,,,,,,,,,,,0.0,24.32,51.35,18.92,5.41,False,,27.71
127,Faculty of Engineering,P (Online),ZZEN9209,Security Engineering Capstone,066556,1,2024,Hexamester 4,4,24H4,20244,False,,,,,,16.67,58.33,25.0,,,,,,,,,,,,,,,,,0.0,0.0,16.67,58.33,25.0,False,,58.33
128,Faculty of Engineering,P (Online),ZZEN9214,Cloud Security,066552,1,2024,Hexamester 4,4,24H4,20244,False,,,,,2.86,25.71,57.14,11.43,,,,,,,,,,,,2.86,,,,2.86,0.0,2.86,25.71,57.14,11.43,False,,46.43
129,Faculty of Engineering,P (Online),ZZEN9217,Operating System Fundamentals,066566,1,2024,Hexamester 4,4,24H4,20244,False,2.38,,,,9.52,28.57,45.24,9.52,4.76,,,,,,,,,,,,2.38,4.76,,,2.5,10.0,30.0,47.5,10.0,False,,38.75
130,Faculty of Engineering,P (Online),ZZEN9313,Big Data Management,066095,1,2024,Hexamester 4,4,24H4,20244,False,2.94,,,,1.47,7.35,4.41,83.82,,,,,,,,,,,,,2.94,,,,2.94,1.47,7.35,4.41,83.82,False,,84.92
131,Faculty of Science,P (Online),ZZSC5806,Regress Analysis for Data Sci,066015,1,2024,Hexamester 4,4,24H4,20244,False,,,,1.33,9.33,13.33,36.0,40.0,,,,,,,,,,,,,1.33,,,,1.33,9.33,13.33,36.0,40.0,False,,60.0
132,UNSW Canberra at ADFA,U,ZBUS1103,Intro to Accounting,055566,1,2024,Semester 1 Canberra,1,24T1,20241,False,,,,,37.93,33.33,21.84,6.9,,,,,,,,,,,,,,,,,0.0,37.93,33.33,21.84,6.9,False,,26.15
133,UNSW Canberra at ADFA,U,ZBUS1104,Foundations of Management,055567,1,2024,Semester 1 Canber,1,24T1,20241,False,2.74,,,,26.03,58.22,13.01,,,,,,,,,,,,,,2.74,,,,2.74,26.03,58.22,13.01,0.0,False,,18.32
134,UNSW Canberra at ADFA,U,ZBUS2202,Australia & the World Economy,050615,1,2024,Semester 1 Canberra,1,24T1,20241,False,,,,,20.59,50.0,26.47,2.94,,,,,,,,,,,,,,,,,0.0,20.59,50.0,26.47,2.94,False,,28.68
135,UNSW Canberra at ADFA,U,ZBUS2333,Data Analytics & Visualisation,066588,1,2024,Semester 1 Canberra,1,24T1,20241,False,,,,,35.48,43.55,17.74,3.23,,,,,,,,,,,,,,,,,0.0,35.48,43.55,17.74,3.23,False,,22.99
136,UNSW Canberra at ADFA,U,ZBUS2901,Business Research,059142,1,2024,Semester 1 Canber,1,24T1,20241,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,Redacted by university under GIPA s.3(a)/3(b),
137,UNSW Canberra at ADFA,U,ZBUS3102,Project Management,050656,1,2024,Semester 1 Canber,1,24T1,20241,False,1.15,,,,41.38,36.78,19.54,1.15,,,,,,,,,,,,,1.15,,,,1.15,41.38,36.78,19.54,1.15,False,,18.96
138,UNSW Canberra at ADFA,U,ZBUS3108,Business Strat Implementation,066416,1,2024,Semester 1 Canber,1,24T1,20241,False,3.33,,,,45.0,25.0,18.33,8.33,,,,,,,,,,,,,3.33,,,,3.33,45.0,25.0,18.33,8.33,False,,20.41
139,UNSW Canberra at ADFA,U,ZBUS3207,M&G in Developing Countries,065005,1,2024,Semester 1 Canberra,1,24T1,20241,False,,,,1.54,10.77,66.15,21.54,,,,,,,,,,,,,,1.54,,,,1.54,10.77,66.15,21.54,0.0,False,,25.77
140,UNSW Canberra at ADFA,U,ZBUS3303,Logistics Management,056469,1,2024,Semester 1 Canber,1,24T1,20241,False,2.9,,,,33.33,39.13,18.84,5.8,,,,,,,,,,,,,2.9,,,,2.9,33.33,39.13,18.84,5.8,False,,22.1
141,UNSW Canberra at ADFA,U,ZBUS3310,Emotion at Work,066589,1,2024,Semester 1 Canberra,1,24T1,20241,False,,,,,35.56,26.67,22.22,15.56,,,,,,,,,,,,,,,,,0.0,35.56,26.67,22.22,15.56,False,,33.34
142,UNSW Canberra at ADFA,U,ZBUS3901,Research Project in Business 2,057763,1,2024,Semester 1 Canber,1,24T1,20241,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,Redacted by university under GIPA s.3(a)/3(b),
143,UNSW Canberra at ADFA,U,ZBUS4001,Literature Review (Honours),064011,1,2024,Semester 1 Canber,1,24T1,20241,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,Redacted by university under GIPA s.3(a)/3(b),
144,UNSW Canberra at ADFA,U,ZBUS4002,Research Methods (Honours),064012,1,2024,Semester 1 Canber,1,24T1,20241,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,Redacted by university under GIPA s.3(a)/3(b),
145,UNSW Canberra at ADFA,U,ZBUS4101,Business Research 1 (Honours),064013,1,2024,Semester 1 Canber,1,24T1,20241,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,Redacted by university under GIPA s.3(a)/3(b),
146,UNSW Canberra at ADFA,P,ZBUS8101,Strategic Management,050771,1,2024,Semester 1 Canber,1,24T1,20241,False,1.05,,3.16,3.16,17.89,44.21,29.47,1.05,,,,,,,,,,,,,7.37,,,,7.37,17.89,44.21,29.47,1.05,False,,19.47
147,UNSW Canberra at ADFA,P,ZBUS8102,Organisational Behaviour,053077,1,2024,Semester 1 Canberra,1,24T1,20241,False,,,1.69,1.69,11.86,55.93,25.42,1.69,1.69,,,,,,,,,,,,3.38,1.69,,,3.44,12.06,56.89,25.86,1.72,False,,25.43
148,UNSW Canberra at ADFA,P,ZBUS8103,Strategic Human Resources,050742,1,2024,Semester 1 Canber,1,24T1,20241,False,5.0,,,2.5,10.0,60.0,17.5,,5.0,,,,,,,,,,,,7.5,5.0,,,7.89,10.53,63.16,18.42,0.0,False,,17.11
149,UNSW Canberra at ADFA,P,ZBUS8108,Accounting for Mgmt Decisions,058337,1,2024,Semester 1 Canber,1,24T1,20241,False,4.35,,,,15.22,47.83,23.91,8.7,,,,,,,,,,,,,4.35,,,,4.35,15.22,47.83,23.91,8.7,False,,28.26
150,UNSW Canberra at ADFA,P,ZBUS8113,Public Service Implementation,066415,1,2024,Semester 1 Canber,1,24T1,20241,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,Redacted by university under GIPA s.3(a)/3(b),
151,UNSW Canberra at ADFA,P,ZBUS8147,Business of Managing Projects,061713,1,2024,Semester 1 Canber,1,24T1,20241,False,2.78,,,,46.3,43.52,5.56,0.93,0.93,,,,,,,,,,,,2.78,0.93,,,2.81,46.73,43.93,5.61,0.94,False,,11.92
152,UNSW Canberra at ADFA,P,ZBUS8149,Finance for Decision-Making,064622,1,2024,Semester 1 Canberra,1,24T1,20241,False,,,,,,18.18,72.73,9.09,,,,,,,,,,,,,,,,,0.0,0.0,18.18,72.73,9.09,False,,50.0
153,UNSW Canberra at ADFA,P,ZBUS8201,Leadership,050750,1,2024,Semester 1 Canberra,1,24T1,20241,False,,,,2.11,8.42,46.32,42.11,1.05,,,,,,,,,,,,,2.11,,,,2.11,8.42,46.32,42.11,1.05,False,,31.58
154,UNSW Canberra at ADFA,P,ZBUS8204,Marketing,058341,1,2024,Semester 1 Canberra,1,24T1,20241,False,,,,,11.54,69.23,15.38,3.85,,,,,,,,,,,,,,,,,0.0,11.54,69.23,15.38,3.85,False,,28.85
155,UNSW Canberra at ADFA,P,ZBUS8210,Critical Analysis in Business,064339,1,2024,Semester 1 Canber,1,24T1,20241,False,4.55,,2.27,2.27,60.23,28.41,1.14,,1.14,,,,,,,,,,,,9.09,1.14,,,9.19,60.92,28.74,1.15,0.0,False,,-1.43
156,UNSW Canberra at ADFA,P,ZBUS8302,Logistics Management,053078,1,2024,Semester 1 Canber,1,24T1,20241,False,1.33,,,,6.67,62.67,28.0,1.33,,,,,,,,,,,,,1.33,,,,1.33,6.67,62.67,28.0,1.33,False,,29.67
157,UNSW Canberra at ADFA,P,ZBUS8303,Strat Procurement Outsourcing,053080,1,2024,Semester 1 Canberra,1,24T1,20241,False,,,2.0,2.0,38.0,54.0,4.0,,,,,,,,,,,,,,4.0,,,,4.0,38.0,54.0,4.0,0.0,False,,11.5
158,UNSW Canberra at ADFA,P,ZBUS8314,People and Systems,064583,1,2024,Semester 1 Canber,1,24T1,20241,False,1.52,,,1.52,40.91,36.36,15.15,1.52,3.03,,,,,,,,,,,,3.04,3.03,,,3.13,42.19,37.5,15.62,1.57,False,,15.62
159,UNSW Canberra at ADFA,P,ZBUS8317,Workforce Planning,064586,1,2024,Semester 1 Canberra,1,24T1,20241,False,,,,2.33,13.95,32.56,34.88,16.28,,,,,,,,,,,,,2.33,,,,2.33,13.95,32.56,34.88,16.28,False,,39.53
160,UNSW Canberra at ADFA,P,ZBUS8912,Delivering Capability,063497,1,2024,Semester 1 Canberra,1,24T1,20241,False,,,,,,69.23,30.77,,,,,,,,,,,,,,,,,,0.0,0.0,69.23,30.77,0.0,False,,32.69
161,UNSW Canberra at ADFA,U,ZEIT1208,Introduction to Electrical Eng,059456,1,2024,Semester 1 Canberra,1,24T1,20241,False,,,,,15.38,43.59,33.33,7.69,,,,,,,,,,,,,,,,,0.0,15.38,43.59,33.33,7.69,False,,35.25
162,UNSW Canberra at ADFA,U,ZEIT1504,"Intro to Mech, Aero and NA Eng",065059,1,2024,Semester 1 Canberra,1,24T1,20241,False,,7.0,,,32.0,32.0,26.0,3.0,,,,,,,,,,,,,7.0,,,,7.0,32.0,32.0,26.0,3.0,False,,17.0
163,UNSW Canberra at ADFA,U,ZEIT1600,Introduction to Civil Engineer,063519,1,2024,Semester 1 Canberra,1,24T1,20241,False,,,,4.76,9.52,57.14,23.81,4.76,,,,,,,,,,,,,4.76,,,,4.76,9.52,57.14,23.81,4.76,False,,26.19
164,UNSW Canberra at ADFA,U,ZEIT1800,Intro to Aviation Technology,065057,1,2024,Semester 1 Canberra,1,24T1,20241,False,,,,,7.41,44.44,31.48,16.67,,,,,,,,,,,,,,,,,0.0,7.41,44.44,31.48,16.67,False,,43.52
165,UNSW Canberra at ADFA,U,ZEIT2103,Data Structures,058312,1,2024,Semester 1 Canber,1,24T1,20241,False,3.92,,,,29.41,29.41,29.41,7.84,,,,,,,,,,,,,3.92,,,,3.92,29.41,29.41,29.41,7.84,False,,25.98
166,UNSW Canberra at ADFA,U,ZEIT2104,Computers and Security,065056,1,2024,Semester 1 Canber,1,24T1,20241,False,2.27,,,,29.55,43.18,22.73,2.27,,,,,,,,,,,,,2.27,,,,2.27,29.55,43.18,22.73,2.27,False,,22.16
167,UNSW Canberra at ADFA,U,ZEIT2207,Analog Electronics,059457,1,2024,Semester 1 Canber,1,24T1,20241,False,2.44,,,,14.63,31.71,36.59,14.63,,,,,,,,,,,,,2.44,,,,2.44,14.63,31.71,36.59,14.63,False,,38.41
168,UNSW Canberra at ADFA,U,ZEIT2208,Digital Electronics and Micro,059463,1,2024,Semester 1 Canber,1,24T1,20241,False,2.7,,,,24.32,32.43,32.43,8.11,,,,,,,,,,,,,2.7,,,,2.7,24.32,32.43,32.43,8.11,False,,29.73
169,UNSW Canberra at ADFA,U,ZEIT2500,Thermofluids,055649,1,2024,Semester 1 Canber,1,24T1,20241,False,2.38,,,1.19,51.19,30.95,10.71,3.57,,,,,,,,,,,,,3.57,,,,3.57,51.19,30.95,10.71,3.57,False,,13.09
170,UNSW Canberra at ADFA,U,ZEIT2501,Mechanical & Electronic Design,055648,1,2024,Semester 1 Canber,1,24T1,20241,False,1.45,,,1.45,5.8,44.93,46.38,,,,,,,,,,,,,,2.9,,,,2.9,5.8,44.93,46.38,0.0,False,,31.52
171,UNSW Canberra at ADFA,U,ZEIT2603,Civil Engineering Materials,065053,1,2024,Semester 1 Canberra,1,24T1,20241,False,,8.33,,,8.33,33.33,33.33,16.67,,,,,,,,,,,,,8.33,,,,8.33,8.33,33.33,33.33,16.67,False,,33.34
172,UNSW Canberra at ADFA,U,ZEIT2901,Eng Research 2A,057759,1,2024,Semester 1 Canber,1,24T1,20241,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,Redacted by university under GIPA s.3(a)/3(b),
173,UNSW Canberra at ADFA,U,ZEIT3103,Digital Forensics,065054,1,2024,Semester 1 Canberra,1,24T1,20241,False,,,,,7.69,20.51,56.41,15.38,,,,,,,,,,,,,,,,,0.0,7.69,20.51,56.41,15.38,False,,48.71
174,UNSW Canberra at ADFA,U,ZEIT3118,IT Project 1,063152,1,2024,Semester 1 Canberra,1,24T1,20241,False,,,,,,,2.5,2.5,,,,,,,,95.0,,,,,,,,95.0,0.0,0.0,0.0,2.5,2.5,False,Notable other/continuing grades: EC 95.0%,3.75
175,UNSW Canberra at ADFA,U,ZEIT3119,Web Development and Security,065052,1,2024,Semester 1 Canberra,1,24T1,20241,False,,,,,26.19,47.62,21.43,4.76,,,,,,,,,,,,,,,,,0.0,26.19,47.62,21.43,4.76,False,,27.38
176,UNSW Canberra at ADFA,U,ZEIT3120,Programming for Security,065051,1,2024,Semester 1 Canberra,1,24T1,20241,False,,,,,12.5,54.17,33.33,,,,,,,,,,,,,,,,,,0.0,12.5,54.17,33.33,0.0,False,,30.21
177,UNSW Canberra at ADFA,U,ZEIT3190,CCS Research 3A,065672,1,2024,Semester 1 Canber,1,24T1,20241,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,Redacted by university under GIPA s.3(a)/3(b),
178,UNSW Canberra at ADFA,U,ZEIT3215,Signals and Systems,059459,1,2024,Semester 1 Canber,1,24T1,20241,False,2.56,,,,28.21,43.59,20.51,2.56,,,,,,,,,,,,2.56,2.56,,,2.56,2.56,28.21,43.59,20.51,2.56,False,,21.15
179,UNSW Canberra at ADFA,U,ZEIT3220,Engineering Electromagnetics,059465,1,2024,Semester 1 Canber,1,24T1,20241,False,3.13,,,,18.75,37.5,28.13,9.38,,,,,,,,,,,,3.13,3.13,,,3.13,3.13,18.75,37.5,28.13,9.38,False,,29.69
180,UNSW Canberra at ADFA,U,ZEIT3224,Machines and Power Electronics,059466,1,2024,Semester 1 Canber,1,24T1,20241,False,2.44,,,,21.95,39.02,31.71,2.44,,,,,,,,,,,,2.44,2.44,,,2.44,2.44,21.95,39.02,31.71,2.44,False,,25.61
181,UNSW Canberra at ADFA,U,ZEIT3501,Engineering Materials,055607,1,2024,Semester 1 Canberra,1,24T1,20241,False,,,,,53.52,28.17,16.9,1.41,,,,,,,,,,,,,,,,,0.0,53.52,28.17,16.9,1.41,False,,16.9
182,UNSW Canberra at ADFA,U,ZEIT3502,Vibration and Control,055675,1,2024,Semester 1 Canberra,1,24T1,20241,False,,,,,50.0,26.92,15.38,7.69,,,,,,,,,,,,,,,,,0.0,50.0,26.92,15.38,7.69,False,,22.11
183,UNSW Canberra at ADFA,U,ZEIT3503,Aerodynamics,055671,1,2024,Semester 1 Canber,1,24T1,20241,False,10.2,,,,53.06,12.24,10.2,12.24,,,,,,,,,,,,2.04,10.2,,,2.04,10.2,53.06,12.24,10.2,12.24,False,,10.2
184,UNSW Canberra at ADFA,U,ZEIT3600,Structural Analysis,055617,1,2024,Semester 1 Canberra,1,24T1,20241,False,,13.33,,,33.33,33.33,13.33,6.67,,,,,,,,,,,,,13.33,,,,13.33,33.33,33.33,13.33,6.67,False,,8.34
185,UNSW Canberra at ADFA,U,ZEIT3602,Geotechnical Design,055615,1,2024,Semester 1 Canber,1,24T1,20241,False,6.25,6.25,,,68.75,12.5,6.25,,,,,,,,,,,,,,12.5,,,,12.5,68.75,12.5,6.25,0.0,False,,-6.25
186,UNSW Canberra at ADFA,U,ZEIT3607,Transport Planning & Eng.,065049,1,2024,Semester 1 Canberra,1,24T1,20241,False,,,,,35.71,50.0,14.29,,,,,,,,,,,,,,,,,,0.0,35.71,50.0,14.29,0.0,False,,19.64
187,UNSW Canberra at ADFA,U,ZEIT3750,Naval Architecture Practice,066598,1,2024,Semester 1 Canber,1,24T1,20241,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,Redacted by university under GIPA s.3(a)/3(b),
188,UNSW Canberra at ADFA,U,ZEIT3901,Engineering Research 3A,058549,1,2024,Semester 1 Canber,1,24T1,20241,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,Redacted by university under GIPA s.3(a)/3(b),
189,UNSW Canberra at ADFA,U,ZEIT4003,Computational Fluid Dynamics,055703,1,2024,Semester 1 Canber,1,24T1,20241,False,7.14,,,14.29,,35.71,35.71,7.14,,,,,,,,,,,,,21.43,,,,21.43,0.0,35.71,35.71,7.14,False,,12.49
190,UNSW Canberra at ADFA,U,ZEIT4006,Structural Integ Assessment,055708,1,2024,Semester 1 Canberra,1,24T1,20241,False,,,,,5.88,41.18,47.06,5.88,,,,,,,,,,,,,,,,,0.0,5.88,41.18,47.06,5.88,False,,39.7
191,UNSW Canberra at ADFA,U,ZEIT4007,Rotorcraft Engineering,055709,1,2024,Semester 1 Canber,1,24T1,20241,False,7.14,,,,42.86,28.57,14.29,7.14,,,,,,,,,,,,,7.14,,,,7.14,42.86,28.57,14.29,7.14,False,,14.29
192,UNSW Canberra at ADFA,U,ZEIT4014,Impact Dynamics,063796,1,2024,Semester 1 Canber,1,24T1,20241,False,4.35,,,,39.13,26.09,30.43,,,,,,,,,,,,,,4.35,,,,4.35,39.13,26.09,30.43,0.0,False,,17.39
193,UNSW Canberra at ADFA,U,ZEIT4115,CCS Honours Research 1,065329,1,2024,Semester 1 Canber,1,24T1,20241,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,Redacted by university under GIPA s.3(a)/3(b),
194,UNSW Canberra at ADFA,U,ZEIT4117,CCS Honours Special Topic 1,065327,1,2024,Semester 1 Canber,1,24T1,20241,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,Redacted by university under GIPA s.3(a)/3(b),
195,UNSW Canberra at ADFA,U,ZEIT4118,CCS Honours Special Topic 2,065326,1,2024,Semester 1 Canber,1,24T1,20241,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,Redacted by university under GIPA s.3(a)/3(b),
196,UNSW Canberra at ADFA,U,ZEIT4150,Fund. Artificial Intelligence,066633,1,2024,Semester 1 Canberra,1,24T1,20241,False,,,,,9.09,63.64,27.27,,,,,,,,,,,,,,,,,,0.0,9.09,63.64,27.27,0.0,False,,29.55
197,UNSW Canberra at ADFA,U,ZEIT4161,Algorithms for RAS,066806,1,2024,Semester 1 Canberra,1,24T1,20241,False,,,,,,33.33,66.67,,,,,,,,,,,,,,,,,,0.0,0.0,33.33,66.67,0.0,False,,41.67
198,UNSW Canberra at ADFA,U,ZEIT4227,Radar Techniques and Apps,059469,1,2024,Semester 1 Canberra,1,24T1,20241,False,,,,,40.0,36.0,20.0,4.0,,,,,,,,,,,,,,,,,0.0,40.0,36.0,20.0,4.0,False,,23.0
199,UNSW Canberra at ADFA,U,ZEIT4230,Elec Eng Design Project 2,063520,1,2024,Semester 1 Canberra,1,24T1,20241,False,,,,,41.86,39.53,13.95,4.65,,,,,,,,,,,,,,,,,0.0,41.86,39.53,13.95,4.65,False,,21.51
200,UNSW Canberra at ADFA,U,ZEIT4500,Engineering Project A,055692,1,2024,Semester 1 Canberra,1,24T1,20241,False,,,,,,,,,0.91,,,,,,,99.09,,,,,,0.91,,99.09,0.0,0.0,0.0,0.0,0.0,False,Notable other/continuing grades: EC 99.1%,0.0
201,UNSW Canberra at ADFA,U,ZEIT4501,Engineering Project B,058620,1,2024,Semester 1 Canber,1,24T1,20241,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,Redacted by university under GIPA s.3(a)/3(b),
202,UNSW Canberra at ADFA,U,ZEIT4502,Aircraft and Systems Design 2,055724,1,2024,Semester 1 Canberra,1,24T1,20241,False,,,,2.33,25.58,37.21,18.6,16.28,,,,,,,,,,,,,2.33,,,,2.33,25.58,37.21,18.6,16.28,False,,32.55
203,UNSW Canberra at ADFA,U,ZEIT4600,Civil Design Practice,055631,1,2024,Semester 1 Canberra,1,24T1,20241,False,,,,,,,,,,,,,,,,100.0,,,,,,,,100.0,0.0,0.0,0.0,0.0,0.0,False,Notable other/continuing grades: EC 100.0%,0.0
204,UNSW Canberra at ADFA,U,ZEIT4603,Finite Element Method,055623,1,2024,Semester 1 Canberra,1,24T1,20241,False,,,,,50.0,28.57,21.43,,,,,,,,,,,,,,,,,,0.0,50.0,28.57,21.43,0.0,False,,17.86
205,UNSW Canberra at ADFA,U,ZEIT4604,Hydro and Enviro Eng Prac,055625,1,2024,Semester 1 Canberra,1,24T1,20241,False,,,,,21.43,64.29,14.29,,,,,,,,,,,,,,,,,,0.0,21.43,64.29,14.29,0.0,False,,23.22
206,UNSW Canberra at ADFA,U,ZEIT4707,Mechanical Design 2,055694,1,2024,Semester 1 Canber,1,24T1,20241,False,7.14,,,,7.14,57.14,28.57,,,,,,,,,,,,,,7.14,,,,7.14,7.14,57.14,28.57,0.0,False,,21.43
207,UNSW Canberra at ADFA,U,ZEIT4750,Ship Design 1,066601,1,2024,Semester 1 Canber,1,24T1,20241,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,Redacted by university under GIPA s.3(a)/3(b),
208,UNSW Canberra at ADFA,U,ZEIT4752,Ship Propulsion & Marine Eng,066603,1,2024,Semester 1 Canber,1,24T1,20241,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,Redacted by university under GIPA s.3(a)/3(b),
209,UNSW Canberra at ADFA,U,ZEIT4801,Aviation Hons Special Topic 1,063943,1,2024,Semester 1 Canber,1,24T1,20241,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,Redacted by university under GIPA s.3(a)/3(b),
210,UNSW Canberra at ADFA,U,ZEIT4901,Engineering Research 4A,058600,1,2024,Semester 1 Canber,1,24T1,20241,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,Redacted by university under GIPA s.3(a)/3(b),
211,UNSW Canberra at ADFA,P,ZEIT8007,Space Operations,063103,1,2024,Semester 1 Canber,1,24T1,20241,False,8.51,,3.19,,12.77,34.04,34.04,1.06,6.38,,,,,,,,,,,,11.7,6.38,,,12.5,13.64,36.36,36.36,1.13,False,,15.9
