Faculty,Academic Career,Course,Year,Term,FL,UF,AF,CN,EF,EM,PS,CR,DN,HD,SY,AS,CM,CO,EC,PE,AW,NC,NF,PW
UNSW Business School,Postgraduate (Online),ZZBU8707 Derivatives 066719 1 PGRO,2024,2024 Hexamester 4,0.90%,,1.80%,,,,3.60%,10.81%,39.64%,42.34%,,,,,,,0.90%,,,
UNSW Canberra at ADFA,Postgraduate (Online),ZZCA6510 Decision Making in Analytics 066019 1 PGRO,2024,2024 Hexamester 4,2.33%,,4.65%,,,,4.65%,23.26%,48.84%,16.28%,,,,,,,,,,
UNSW Canberra at ADFA,Postgraduate (Online),ZZCA9204 Cybersecurity Ethics 066372 1 PGRO,2024,2024 Hexamester 4,3.06%,,2.04%,,,,14.29%,31.63%,35.71%,9.18%,,,,,,,4.08%,,,
UNSW Canberra at ADFA,Postgraduate (Online),ZZCA9208 Cyber Capstone Leadership 066371 1 PGRO,2024,2024 Hexamester 4,,,,,,,3.33%,20.00%,40.00%,36.67%,,,,,,,,,,
UNSW Canberra at ADFA,Postgraduate (Online),ZZCA9221 Cyber Management Governance 066367 1 PGRO,2024,2024 Hexamester 4,,,,,,,24.32%,51.35%,18.92%,5.41%,,,,,,,,,,
Faculty of Engineering,Postgraduate (Online),ZZEN9209 Security Engineering Capstone 066556 1 PGRO,2024,2024 Hexamester 4,,,,,,,,16.67%,58.33%,25.00%,,,,,,,,,,
Faculty of Engineering,Postgraduate (Online),ZZEN9214 Cloud Security 066552 1 PGRO,2024,2024 Hexamester 4,,,,,,,2.86%,25.71%,57.14%,11.43%,,,,,,,,2.86%,,
Faculty of Engineering,Postgraduate (Online),ZZEN9217 Operating System Fundamentals 066566 1 PGRO,2024,2024 Hexamester 4,2.38%,,,,,,9.52%,28.57%,45.24%,9.52%,,,,,,,4.76%,,,
Faculty of Engineering,Postgraduate (Online),ZZEN9313 Big Data Management 066095 1 PGRO,2024,2024 Hexamester 4,2.94%,,,,,,1.47%,7.35%,4.41%,83.82%,,,,,,,,,,
Faculty of Science,Postgraduate (Online),ZZSC5806 Regress Analysis for Data Sci 066015 1 PGRO,2024,2024 Hexamester 4,,,,,,,9.33%,13.33%,36.00%,40.00%,,,,,,,,,1.33%,
UNSW Canberra at ADFA,Undergraduate,ZBUS1103 Intro to Accounting 055566 1 UGRD,2024,2024 Semester 1 Canberra,,,,,,,37.93%,33.33%,21.84%,6.90%,,,,,,,,,,
UNSW Canberra at ADFA,Undergraduate,ZBUS1104 Foundations of Management 055567 1 UGRD,2024,2024 Semester 1 Canber,2.74%,,,,,,26.03%,58.22%,13.01%,,,,,,,,,,,
UNSW Canberra at ADFA,Undergraduate,ZBUS2202 Australia & the World Economy 050615 1 UGRD,2024,2024 Semester 1 Canberra,,,,,,,20.59%,50.00%,26.47%,2.94%,,,,,,,,,,
UNSW Canberra at ADFA,Undergraduate,ZBUS2333 Data Analytics & Visualisation 066588 1 UGRD,2024,2024 Semester 1 Canberra,,,,,,,35.48%,43.55%,17.74%,3.23%,,,,,,,,,,
UNSW Canberra at ADFA,Undergraduate,ZBUS2901 Business Research 059142 1 UGRD,2024,"2024 Semester 1 Canber3(a),",,3(b) REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b))
UNSW Canberra at ADFA,Undergraduate,ZBUS3102 Project Management 050656 1 UGRD,2024,2024 Semester 1 Canber,1.15%,,,,,,41.38%,36.78%,19.54%,1.15%,,,,,,,,,,
UNSW Canberra at ADFA,Undergraduate,ZBUS3108 Business Strat Implementation 066416 1 UGRD,2024,2024 Semester 1 Canber,3.33%,,,,,,45.00%,25.00%,18.33%,8.33%,,,,,,,,,,
UNSW Canberra at ADFA,Undergraduate,ZBUS3207 M&G in Developing Countries 065005 1 UGRD,2024,2024 Semester 1 Canberra,,,,,,,10.77%,66.15%,21.54%,,,,,,,,,,1.54%,
UNSW Canberra at ADFA,Undergraduate,ZBUS3303 Logistics Management 056469 1 UGRD,2024,2024 Semester 1 Canber,2.90%,,,,,,33.33%,39.13%,18.84%,5.80%,,,,,,,,,,
UNSW Canberra at ADFA,Undergraduate,ZBUS3310 Emotion at Work 066589 1 UGRD,2024,2024 Semester 1 Canberra,,,,,,,35.56%,26.67%,22.22%,15.56%,,,,,,,,,,
UNSW Canberra at ADFA,Undergraduate,ZBUS3901 Research Project in Business 2 057763 1 UGRD,2024,"2024 Semester 1 Canber3(a),",,3(b) REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b))
UNSW Canberra at ADFA,Undergraduate,ZBUS4001 Literature Review (Honours) 064011 1 UGRD,2024,"2024 Semester 1 Canber3(a),",,3(b) REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b))
UNSW Canberra at ADFA,Undergraduate,ZBUS4002 Research Methods (Honours) 064012 1 UGRD,2024,"2024 Semester 1 Canber3(a),",,3(b) REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b))
UNSW Canberra at ADFA,Undergraduate,ZBUS4101 Business Research 1 (Honours) 064013 1 UGRD,2024,"2024 Semester 1 Canber3(a),",,3(b) REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b))
UNSW Canberra at ADFA,Postgraduate,ZBUS8101 Strategic Management 050771 1 PGRD,2024,2024 Semester 1 Canber,1.05%,,3.16%,,,,17.89%,44.21%,29.47%,1.05%,,,,,,,,,3.16%,
UNSW Canberra at ADFA,Postgraduate,ZBUS8102 Organisational Behaviour 053077 1 PGRD,2024,2024 Semester 1 Canberra,,,1.69%,,,,11.86%,55.93%,25.42%,1.69%,,,,,,,1.69%,,1.69%,
UNSW Canberra at ADFA,Postgraduate,ZBUS8103 Strategic Human Resources 050742 1 PGRD,2024,2024 Semester 1 Canber,5.00%,,,,,,10.00%,60.00%,17.50%,,,,,,,,5.00%,,2.50%,
UNSW Canberra at ADFA,Postgraduate,ZBUS8108 Accounting for Mgmt Decisions 058337 1 PGRD,2024,2024 Semester 1 Canber,4.35%,,,,,,15.22%,47.83%,23.91%,8.70%,,,,,,,,,,
UNSW Canberra at ADFA,Postgraduate,ZBUS8113 Public Service Implementation 066415 1 PGRD,2024,"2024 Semester 1 Canber3(a),",,3(b) REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b))
UNSW Canberra at ADFA,Postgraduate,ZBUS8147 Business of Managing Projects 061713 1 PGRD,2024,2024 Semester 1 Canber,2.78%,,,,,,46.30%,43.52%,5.56%,0.93%,,,,,,,0.93%,,,
UNSW Canberra at ADFA,Postgraduate,ZBUS8149 Finance for Decision-Making 064622 1 PGRD,2024,2024 Semester 1 Canberra,,,,,,,,18.18%,72.73%,9.09%,,,,,,,,,,
UNSW Canberra at ADFA,Postgraduate,ZBUS8201 Leadership 050750 1 PGRD,2024,2024 Semester 1 Canberra,,,,,,,8.42%,46.32%,42.11%,1.05%,,,,,,,,,2.11%,
UNSW Canberra at ADFA,Postgraduate,ZBUS8204 Marketing 058341 1 PGRD,2024,2024 Semester 1 Canberra,,,,,,,11.54%,69.23%,15.38%,3.85%,,,,,,,,,,
UNSW Canberra at ADFA,Postgraduate,ZBUS8210 Critical Analysis in Business 064339 1 PGRD,2024,2024 Semester 1 Canber,4.55%,,2.27%,,,,60.23%,28.41%,1.14%,,,,,,,,1.14%,,2.27%,
UNSW Canberra at ADFA,Postgraduate,ZBUS8302 Logistics Management 053078 1 PGRD,2024,2024 Semester 1 Canber,1.33%,,,,,,6.67%,62.67%,28.00%,1.33%,,,,,,,,,,
UNSW Canberra at ADFA,Postgraduate,ZBUS8303 Strat Procurement Outsourcing 053080 1 PGRD,2024,2024 Semester 1 Canberra,,,2.00%,,,,38.00%,54.00%,4.00%,,,,,,,,,,2.00%,
UNSW Canberra at ADFA,Postgraduate,ZBUS8314 People and Systems 064583 1 PGRD,2024,2024 Semester 1 Canber,1.52%,,,,,,40.91%,36.36%,15.15%,1.52%,,,,,,,3.03%,,1.52%,
UNSW Canberra at ADFA,Postgraduate,ZBUS8317 Workforce Planning 064586 1 PGRD,2024,2024 Semester 1 Canberra,,,,,,,13.95%,32.56%,34.88%,16.28%,,,,,,,,,2.33%,
UNSW Canberra at ADFA,Postgraduate,ZBUS8912 Delivering Capability 063497 1 PGRD,2024,2024 Semester 1 Canberra,,,,,,,,69.23%,30.77%,,,,,,,,,,,
UNSW Canberra at ADFA,Undergraduate,ZEIT1208 Introduction to Electrical Eng 059456 1 UGRD,2024,2024 Semester 1 Canberra,,,,,,,15.38%,43.59%,33.33%,7.69%,,,,,,,,,,
UNSW Canberra at ADFA,Undergraduate,"ZEIT1504 Intro to Mech, Aero and NA Eng 065059 1 UGRD",2024,2024 Semester 1 Canberra,,7.00%,,,,,32.00%,32.00%,26.00%,3.00%,,,,,,,,,,
UNSW Canberra at ADFA,Undergraduate,ZEIT1600 Introduction to Civil Engineer 063519 1 UGRD,2024,2024 Semester 1 Canberra,,,,,,,9.52%,57.14%,23.81%,4.76%,,,,,,,,,4.76%,
UNSW Canberra at ADFA,Undergraduate,ZEIT1800 Intro to Aviation Technology 065057 1 UGRD,2024,2024 Semester 1 Canberra,,,,,,,7.41%,44.44%,31.48%,16.67%,,,,,,,,,,
UNSW Canberra at ADFA,Undergraduate,ZEIT2103 Data Structures 058312 1 UGRD,2024,2024 Semester 1 Canber,3.92%,,,,,,29.41%,29.41%,29.41%,7.84%,,,,,,,,,,
UNSW Canberra at ADFA,Undergraduate,ZEIT2104 Computers and Security 065056 1 UGRD,2024,2024 Semester 1 Canber,2.27%,,,,,,29.55%,43.18%,22.73%,2.27%,,,,,,,,,,
UNSW Canberra at ADFA,Undergraduate,ZEIT2207 Analog Electronics 059457 1 UGRD,2024,2024 Semester 1 Canber,2.44%,,,,,,14.63%,31.71%,36.59%,14.63%,,,,,,,,,,
UNSW Canberra at ADFA,Undergraduate,ZEIT2208 Digital Electronics and Micro 059463 1 UGRD,2024,2024 Semester 1 Canber,2.70%,,,,,,24.32%,32.43%,32.43%,8.11%,,,,,,,,,,
UNSW Canberra at ADFA,Undergraduate,ZEIT2500 Thermofluids 055649 1 UGRD,2024,2024 Semester 1 Canber,2.38%,,,,,,51.19%,30.95%,10.71%,3.57%,,,,,,,,,1.19%,
UNSW Canberra at ADFA,Undergraduate,ZEIT2501 Mechanical & Electronic Design 055648 1 UGRD,2024,2024 Semester 1 Canber,1.45%,,,,,,5.80%,44.93%,46.38%,,,,,,,,,,1.45%,
UNSW Canberra at ADFA,Undergraduate,ZEIT2603 Civil Engineering Materials 065053 1 UGRD,2024,2024 Semester 1 Canberra,,8.33%,,,,,8.33%,33.33%,33.33%,16.67%,,,,,,,,,,
UNSW Canberra at ADFA,Undergraduate,ZEIT2901 Eng Research 2A 057759 1 UGRD,2024,"2024 Semester 1 Canber3(a),",,3(b) REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b))
UNSW Canberra at ADFA,Undergraduate,ZEIT3103 Digital Forensics 065054 1 UGRD,2024,2024 Semester 1 Canberra,,,,,,,7.69%,20.51%,56.41%,15.38%,,,,,,,,,,
UNSW Canberra at ADFA,Undergraduate,ZEIT3118 IT Project 1 063152 1 UGRD,2024,2024 Semester 1 Canberra,,,,,,,,,2.50%,2.50%,,,,,95.00%,,,,,
UNSW Canberra at ADFA,Undergraduate,ZEIT3119 Web Development and Security 065052 1 UGRD,2024,2024 Semester 1 Canberra,,,,,,,26.19%,47.62%,21.43%,4.76%,,,,,,,,,,
UNSW Canberra at ADFA,Undergraduate,ZEIT3120 Programming for Security 065051 1 UGRD,2024,2024 Semester 1 Canberra,,,,,,,12.50%,54.17%,33.33%,,,,,,,,,,,
UNSW Canberra at ADFA,Undergraduate,ZEIT3190 CCS Research 3A 065672 1 UGRD,2024,"2024 Semester 1 Canber3(a),",,3(b) REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b))
UNSW Canberra at ADFA,Undergraduate,ZEIT3215 Signals and Systems 059459 1 UGRD,2024,2024 Semester 1 Canber,2.56%,,,,,,28.21%,43.59%,20.51%,2.56%,,,,,,,,2.56%,,
UNSW Canberra at ADFA,Undergraduate,ZEIT3220 Engineering Electromagnetics 059465 1 UGRD,2024,2024 Semester 1 Canber,3.13%,,,,,,18.75%,37.50%,28.13%,9.38%,,,,,,,,3.13%,,
UNSW Canberra at ADFA,Undergraduate,ZEIT3224 Machines and Power Electronics 059466 1 UGRD,2024,2024 Semester 1 Canber,2.44%,,,,,,21.95%,39.02%,31.71%,2.44%,,,,,,,,2.44%,,
UNSW Canberra at ADFA,Undergraduate,ZEIT3501 Engineering Materials 055607 1 UGRD,2024,2024 Semester 1 Canberra,,,,,,,53.52%,28.17%,16.90%,1.41%,,,,,,,,,,
UNSW Canberra at ADFA,Undergraduate,ZEIT3502 Vibration and Control 055675 1 UGRD,2024,2024 Semester 1 Canberra,,,,,,,50.00%,26.92%,15.38%,7.69%,,,,,,,,,,
UNSW Canberra at ADFA,Undergraduate,ZEIT3503 Aerodynamics 055671 1 UGRD,2024,2024 Semester 1 Canber,10.20%,,,,,,53.06%,12.24%,10.20%,12.24%,,,,,,,,2.04%,,
UNSW Canberra at ADFA,Undergraduate,ZEIT3600 Structural Analysis 055617 1 UGRD,2024,2024 Semester 1 Canberra,,13.33%,,,,,33.33%,33.33%,13.33%,6.67%,,,,,,,,,,
UNSW Canberra at ADFA,Undergraduate,ZEIT3602 Geotechnical Design 055615 1 UGRD,2024,2024 Semester 1 Canber,6.25%,6.25%,,,,,68.75%,12.50%,6.25%,,,,,,,,,,,
UNSW Canberra at ADFA,Undergraduate,ZEIT3607 Transport Planning & Eng. 065049 1 UGRD,2024,2024 Semester 1 Canberra,,,,,,,35.71%,50.00%,14.29%,,,,,,,,,,,
UNSW Canberra at ADFA,Undergraduate,ZEIT3750 Naval Architecture Practice 066598 1 UGRD,2024,"2024 Semester 1 Canber3(a),",,3(b) REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b))
UNSW Canberra at ADFA,Undergraduate,ZEIT3901 Engineering Research 3A 058549 1 UGRD,2024,"2024 Semester 1 Canber3(a),",,3(b) REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b))
UNSW Canberra at ADFA,Undergraduate,ZEIT4003 Computational Fluid Dynamics 055703 1 UGRD,2024,2024 Semester 1 Canber,7.14%,,,,,,,35.71%,35.71%,7.14%,,,,,,,,,14.29%,
UNSW Canberra at ADFA,Undergraduate,ZEIT4006 Structural Integ Assessment 055708 1 UGRD,2024,2024 Semester 1 Canberra,,,,,,,5.88%,41.18%,47.06%,5.88%,,,,,,,,,,
UNSW Canberra at ADFA,Undergraduate,ZEIT4007 Rotorcraft Engineering 055709 1 UGRD,2024,2024 Semester 1 Canber,7.14%,,,,,,42.86%,28.57%,14.29%,7.14%,,,,,,,,,,
UNSW Canberra at ADFA,Undergraduate,ZEIT4014 Impact Dynamics 063796 1 UGRD,2024,2024 Semester 1 Canber,4.35%,,,,,,39.13%,26.09%,30.43%,,,,,,,,,,,
UNSW Canberra at ADFA,Undergraduate,ZEIT4115 CCS Honours Research 1 065329 1 UGRD,2024,"2024 Semester 1 Canber3(a),",,3(b) REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b))
UNSW Canberra at ADFA,Undergraduate,ZEIT4117 CCS Honours Special Topic 1 065327 1 UGRD,2024,"2024 Semester 1 Canber3(a),",,3(b) REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b))
UNSW Canberra at ADFA,Undergraduate,ZEIT4118 CCS Honours Special Topic 2 065326 1 UGRD,2024,"2024 Semester 1 Canber3(a),",,3(b) REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b))
UNSW Canberra at ADFA,Undergraduate,ZEIT4150 Fund. Artificial Intelligence 066633 1 UGRD,2024,2024 Semester 1 Canberra,,,,,,,9.09%,63.64%,27.27%,,,,,,,,,,,
UNSW Canberra at ADFA,Undergraduate,ZEIT4161 Algorithms for RAS 066806 1 UGRD,2024,2024 Semester 1 Canberra,,,,,,,,33.33%,66.67%,,,,,,,,,,,
UNSW Canberra at ADFA,Undergraduate,ZEIT4227 Radar Techniques and Apps 059469 1 UGRD,2024,2024 Semester 1 Canberra,,,,,,,40.00%,36.00%,20.00%,4.00%,,,,,,,,,,
UNSW Canberra at ADFA,Undergraduate,ZEIT4230 Elec Eng Design Project 2 063520 1 UGRD,2024,2024 Semester 1 Canberra,,,,,,,41.86%,39.53%,13.95%,4.65%,,,,,,,,,,
UNSW Canberra at ADFA,Undergraduate,ZEIT4500 Engineering Project A 055692 1 UGRD,2024,2024 Semester 1 Canberra,,,,,,,,,,,,,,,99.09%,,0.91%,,,
UNSW Canberra at ADFA,Undergraduate,ZEIT4501 Engineering Project B 058620 1 UGRD,2024,"2024 Semester 1 Canber3(a),",,3(b) REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b)),REDACTED (GIPA s.3(a)/3(b))
UNSW Canberra at ADFA,Undergraduate,ZEIT4502 Aircraft and Systems Design 2 055724 1 UGRD,2024,2024 Semester 1 Canberra,,,,,,,25.58%,37.21%,18.60%,16.28%,,,,,,,,,2.33%,
